meta_industry,col,count
Healthcare and Medical,Innovation and digital approaches,1
Healthcare and Medical,AKTA chromatography systems,1
Healthcare and Medical,"Banking, Financial Services, Pharmaceuticals, Sales & Distribution, Energy - Extensive experience",1
Manufacturing,Strong attention to detail and accuracy,1
Manufacturing,Supply Chain Strategy,1
Healthcare and Medical,Greet customer,1
Services,Safety-oriented,1
Manufacturing,"2023 Graduate of the Contracts Leadership Development Program (CLDP) at BAE Systems, Inc. and Tulane University",1
Services,Open to Buy Management,1
Services,Eager to learn new tasks,1
Real Estate and Construction,Division 1 collegiate athlete,1
Real Estate and Construction,Government contracting experience,1
Financial and Investment,Strong leader and problem solver,1
Healthcare and Medical,13+ years of experience,2
Healthcare and Medical,Preparation of regulatory supplements,1
Education and Training,Optical properties,1
Healthcare and Medical,Management and Professional Concepts ,1
Healthcare and Medical,Belief Communication Empathy Includer Responsibility,1
Miscellaneous,Cooking,1
Education and Training,"Taught over 1,100 students",1
Education and Training,Registered Yoga instructor,1
Manufacturing,Big Data,1
Healthcare and Medical,Licensed Vocational Nurse (13 years),1
Healthcare and Medical,ECG & Dysrhythmia Monitoring,1
Healthcare and Medical,DIGITAL MODULAR RADIO,1
Manufacturing,Research and Analytics,1
Manufacturing,Multi-processing virtualization technologies. ,1
Manufacturing,Electronic warfare training range oversight,1
Manufacturing,Customer Pre and Post Sales application engineering and support,1
Education and Training,Freshman at the University of North Texas,1
Education and Training,Electrical sports cars,1
Education and Training,Licensing and Activation,1
Education and Training,Open to new opportunities,1
Education and Training,Life Trustee for The Lamplighter School,1
Real Estate and Construction,Mandarin and English fluency,1
Real Estate and Construction,"Assisted in maintenance of presses, weld cells, and resistance welders",1
Services,"Strong sales, marketing, and advertising skills",1
Real Estate and Construction,Journalism,1
Miscellaneous,Quality improvement projects,1
Services,Supply Chain Management degree from UT Austin (2020-Present),1
Education and Training,SAFe® 5,1
Government and Public Policy,Executive Leadership Certificate,1
Government and Public Policy,Budgetinng,1
Healthcare and Medical,Focused on continued professional development,1
Healthcare and Medical,Assay development and optimization,1
Healthcare and Medical,Cost accountant,1
Healthcare and Medical,"Undergraduate in Genetics, Genomics, and Informatics",1
Services,Developing Finance teams,1
Miscellaneous,Certified Hearing Conservationist,1
Education and Training,Qualitative Research Methods,1
Technology,Stock Replenishment,1
Manufacturing,Operations Management,4
Services,Maintains laboratory equipment and instruments,1
Manufacturing,PMP Certification,2
Education and Training,Organizational culture shifts,1
Education and Training,Social Media Co-chair,1
Education and Training,Classroom and project management,1
Technology,Team Leadership,1
Miscellaneous,Individual Contributor,2
Miscellaneous,ISO 14001,2
Services,Organizational skills,2
Services,9 years shopper marketing agency experience,1
Services,Problem Solving,5
Government and Public Policy,Managing projects from start to finish,1
Healthcare and Medical,Veterinary Medicine,1
Manufacturing,Statistical signal processing and physical modeling,1
Manufacturing,"Crypto enthusiast, invested in bitcoin before its popularity",1
Healthcare and Medical,Geriatric rehabilitation,1
Healthcare and Medical,Medical devices,1
Services,Policies and procedures development,1
Services,Willing to accommodate,1
Manufacturing,Customer B2B Applications,1
Manufacturing,Security objectives interpretation,1
Education and Training,Interim Associate Dean for Public Services,1
Real Estate and Construction,Excel Formulas and Functions Quick Tips certification,1
Services,"Networking, Social Media, Researching Talent",1
Services,Supplier Quality,1
Healthcare and Medical,Labware LIMS,1
Healthcare and Medical,Autodesk Inventor,1
Healthcare and Medical,Experienced Associate Director,1
Healthcare and Medical,Postdoctoral fellowship from MITACS,1
Healthcare and Medical,sap,1
Healthcare and Medical,Student at Milwaukee School of Engineering pursuing a degree in Mechanical engineering,1
Healthcare and Medical,"Trust-building, strong working relationships",1
Healthcare and Medical,Abnormal Psychology,1
Technology,Worldwide security programs in tough regulatory environments,1
Healthcare and Medical,23 years of obstetric nursing,1
Services,Environmental Compliance,1
Services,Marketing Management course,1
Manufacturing,Mechanical behavior of materials,1
Manufacturing,Over a decade of experience in law enforcement and security,1
Services,Instill Procurement,1
Manufacturing,Arabic Language (Elementary - Intermediate),1
Education and Training,IBM Blockchain Foundation Developer Certification,1
Education and Training,Premiere Pro,1
Media and Entertainment,Development and execution of large-scale programming and community engagement projects,1
Education and Training,Currently Professor of Nursing at Madonna University,1
Services,Significance,1
Miscellaneous,Scheduled over 100 employees weekly,1
Services,Contract Negotiations,3
Services,Photoshop,2
Services,Brand Management,2
Services,"FoodLion, Atlantic Union Bank, Townebank",1
Healthcare and Medical,Pharmaceutical industry,1
Healthcare and Medical,AutoCAD,1
Healthcare and Medical,Ph.D. in Bioinformatics/Cancer Functional Genomics,1
Healthcare and Medical,Public health interests,1
Healthcare and Medical,Nursing Home and Hospital experience,1
Education and Training,CARE Peer Educator,1
Healthcare and Medical,EPIC systems ,1
Financial and Investment,Vendor Management,1
Manufacturing,MySQL,3
Manufacturing,Electrical and electronics engineering,1
Manufacturing,Position and company (not specified),1
Services,Law Office,1
Manufacturing,Quality Control Engineer,1
Manufacturing,7 years of experience in control electronics packaging,1
Services,Dietitian License,1
Services,Insurance Producer License,1
Manufacturing,Capable of initiating and rescuing ailing projects,1
Education and Training,Analysis of computer algorithms,1
Education and Training,HR Intern,1
Services,Efficiency Improvements,1
Real Estate and Construction,Quality assurance,1
Education and Training,CFO,1
Miscellaneous,Texas A&M-Kingsville Athletic department,1
Services,Decision Making,1
Services,Microsoft Access 2013,1
Healthcare and Medical,XSLT,1
Services,Managed up to 200-500 employees at a time,1
Healthcare and Medical,Float pool experience,1
Healthcare and Medical,"Organizational Development, Talent Management & Acquisition, Strategic Management, Employee Relations, Workforce Planning, Career Coaching & Counseling",1
Technology,Website design,1
Manufacturing,Forecasting,1
Manufacturing,"Software analysis, design, development, and implementation",1
Manufacturing,Consultant at Fortune 500 companies,1
Manufacturing,5 years of experience (not specified),1
Manufacturing,Google Analytics for Power Users,1
Manufacturing,Aerospace and defense industry,1
Manufacturing,People manager,1
Education and Training,PHP,2
Education and Training,Computer Skills,1
Real Estate and Construction,Baltimore Ravens Performance Center - North Wing Remodel (~$40mill),1
Services,Equity plans and Incentive compensation programs,1
Services,Operational security measures,1
Real Estate and Construction,Well Operations Crew Resource Management Online Programme (Certification),1
Healthcare and Medical,Dedicated to health and wellness of others,1
Healthcare and Medical,Various library projects,1
Healthcare and Medical,Multi-omics data for machine learning,1
Healthcare and Medical,Engineer within Global Engineering Solutions,1
Healthcare and Medical,"Senior at University of Wisconsin - Maidson, Health Promotions and Health Equity major",1
Healthcare and Medical,EPA Type Two Technician Certification,1
Miscellaneous,Oracle Database 11g,1
Financial and Investment,Help Desk Management,1
Technology,Provide timely project solutions by recommending improvements and solution paths,1
Manufacturing,Communication evaluation,1
Manufacturing,Analyzing business-reporting needs,1
Healthcare and Medical,Account Reconciliations,1
Services,Health and Wellness Director at Coca-Cola Consolidated,1
Manufacturing,ServiceNow,1
Manufacturing,Tool administration (Unix and Linux),1
Manufacturing,Meet client requirements,1
Manufacturing,"IVR and Web-based employee-facing applications for 700,000+ employees",1
Education and Training,"Follow-up, Multitasking, Communication, Interpersonal Skills, Flexibility, Organization",1
Real Estate and Construction,MEP coordination,1
Miscellaneous,Teamwork skills development,1
Real Estate and Construction,Lean initiatives,1
Services,Developing thriving teams,1
Services,Supported and guided sales professionals with order placements,1
Healthcare and Medical,Microsoft Oce,1
Healthcare and Medical,PhD in Neuroscience from Yale University (unspecified year),1
Healthcare and Medical,Contact Angle Analyzer,1
Healthcare and Medical,"Leadership', ""Biology/Biological Sciences, (Bachelor's)"", 'MBA",1
Retail and Consumer Goods,In flight services,1
Education and Training,Landscape ecologist,1
Education and Training,Microbiology and Plant Biology major at University of Nebraska - Lincoln,1
Services,EPIC HIM,1
Miscellaneous,Microsoft Office and Exchange 2010/2013 applications,1
Financial and Investment,Detail oriented,1
Education and Training,16 years of experience,1
Manufacturing,Quality Assurance Leader,1
Manufacturing,Commercial contract management,1
Manufacturing,Home Inspection Courses,1
Healthcare and Medical,"Systematic Reviews', ""Master's degree in Library and Information Science from San Jose State University"", 'Academy of Health Information Professionals - Distinguished level",1
