meta_industry,requirement,count
Healthcare and Medical,Incomplete Queue,1
Services,Experience leading and influencing other technical leaders,1
Miscellaneous,Expert in building tools within Spotfire or similar BI platform,1
Services,English writing/comprehension ,1
Services,"Bachelor's degree in meteorology, atmospheric sciences, or related",1
Education and Training,"Programming Languages: Java, Python, C++",1
Services,Working remotely with distributed teams,1
Retail and Consumer Goods,18 years of age,1
Technology,Recommending risk management strategies,1
Services,Bachelor's Degree in Engineering,1
Technology,Regulatory compliance monitoring,1
Healthcare and Medical,"Create, track, and close defects accurately",1
Education and Training,"Strong written, verbal, interpersonal communication",1
Services,   - SAP Cloud,1
Services,Data activities,1
Government and Public Policy,Briefing internal and external stakeholders,1
Services,Signage,1
Services,Contract negotiation,2
Technology,Machine maintenance,1
Healthcare and Medical,Criminal background check,1
Services,Adsorbent design,1
Services,"Design, test, maintain manufacturing data",1
Transportation and Logistics,Ridership performance analysis,1
Media and Entertainment,FCC rules and regulations,1
Media and Entertainment,Desire to provide guidance to new team members,1
Technology,"Working knowledge of Microsoft Office, CRM",1
Technology,Go-to-market campaign development,1
Media and Entertainment,Shure,1
Services,Data Science,1
Manufacturing,Customer satisfaction,1
Services,Supporting document collaboration,1
Media and Entertainment,Instructional Design,1
Services,Staff accountants,1
Manufacturing,Minimum 8 years progressive marketing experience,1
Healthcare and Medical,Implementing,1
Education and Training,Verbal communication,1
Education and Training,Safety evaluation,1
Services,Coordinate testing of master data,1
Technology,Data,1
Technology,"Manage, track and optimize existing space and power inventory",1
Technology,"fast paced, team environment",1
Technology,7 years industry experience,1
Technology,"Microsoft Office, CRM knowledge",1
Technology,"Systems availability, performance, security, and scalability ensuring",1
Manufacturing,Entrepreneurial mindset,2
Technology,Ability to monitor and evaluate product progress at each stage of the process,1
Services,Business cases,1
Miscellaneous,Master's degree or doctorate (preferred),1
Media and Entertainment,Assist operating department with analysis of financial results,1
Media and Entertainment,Classroom Management,1
Manufacturing,Critical feedback,1
Technology,Process flow understanding,1
Manufacturing,Support junior team members,1
Services,Ability to manage supplier relationships,1
Services,Experimental quantum sensing,1
Services,LabVIEW,1
Technology,Implementing security policies,1
Services,Maintain and develop team,1
Services,2B Digital Marketing,1
Media and Entertainment,In-Depth knowledge of the media industry and related sales processes,1
Education and Training,Proficiency in language(s) in addition to English,1
Services,"English proficiency (reading, writing, verbal)",1
Retail and Consumer Goods,Revise processes ,1
Healthcare and Medical,Compliance,2
Technology,network analyzer,1
Healthcare and Medical,Regulatory submissions drafting,1
Services,8+ years of contracts administration experience,1
Services,Process billing requirements,1
Miscellaneous,Big Data,1
Real Estate and Construction,Ensure compliance,1
Media and Entertainment,CTS-I,1
Services,Redis ,1
Government and Public Policy,Java,1
Healthcare and Medical,Associate's Degree preferred,1
Services,JD or MSW and 5 years' experience in legal or social services for low-income people,1
Retail and Consumer Goods,- Back office systems,1
Services,Driver's License,1
Technology,"Datacenter operations (Diesel Generator, UPS, HVAC)",1
Technology,Reviewing contracts,1
Technology,Bachelor’s degree,1
Healthcare and Medical,California RN licensure,1
Manufacturing,Experience with Natural Language Processing,1
Services,Attendee check-in,1
Media and Entertainment,Training Design,1
Services,Process suites,1
Education and Training,Cross-cultural competency and written/verbal communications,1
Retail and Consumer Goods,Retail KPIs,1
Government and Public Policy,Customer experience,1
Healthcare and Medical,Electronic documentation,1
Services,"Strong communication, interpersonal, and leadership skills",1
Services,Current undergraduate or graduate student,1
Healthcare and Medical,Epic ,1
Services,Submittal and construction drawings creation and editing,1
Technology,Direct hunting B2B sales role/quota achievement,1
Services,Customer service,3
Technology,Android development,1
Media and Entertainment,QSYS,1
Services,MA RN license,1
Technology,Multi-tasking in fast-paced environments,1
Healthcare and Medical,Error and metric monitoring,1
Services,Demonstrated prior research and development leadership experience,1
Financial and Investment,Business Objects,1
Services,Process Validation ,1
Media and Entertainment,Market trend awareness,1
Media and Entertainment,Market data,1
Technology,Interpersonal and verbal/written communication skills,1
Transportation and Logistics,Provide project coordination,1
Healthcare and Medical,Previous experience in leading a software development team,1
Services,Provide feedback,1
Miscellaneous,2 years related experience,1
Technology,Results-driven ,1
Technology,Team player,1
Manufacturing,Message crafting,1
Services,"Carpentry, HVAC, electric, plumbing, pools, building trades",1
Healthcare and Medical,Regulatory policy and process development,1
Technology,Appian,1
Healthcare and Medical,3+ years primary care experience ,1
Services,Evaluated/best-value procurements,1
Services,Develop and execute cGMP change controls and change requests,1
Healthcare and Medical,State and Federal regulations,1
Services,2+ years experience as controller or senior accounting position ,1
Media and Entertainment,editing,1
Media and Entertainment,Promotion Standards,1
Real Estate and Construction,Implement training,1
Education and Training,3+ years fundraising experience,1
Miscellaneous,Ability to drive a senior center van,1
Government and Public Policy,"Experience with equal opportunity, discrimination, harassment, and ADA",1
Government and Public Policy,Overseeing building repair and alteration projects,1
Services,Event partner relationship management,1
Miscellaneous,Insurance coordination,1
Services,Technical lead (2+ years),1
Healthcare and Medical,Medical equipment ordering,1
Technology,Paid Parental Leave,1
Media and Entertainment,Identification,1
Technology,Asking for help,1
Healthcare and Medical,Protocol escalation,1
Education and Training,Diplomacy,1
Services,Other tasks as assigned,1
Technology,Solid B2B sales experience in telecom ,1
Services,HR best practices,1
Media and Entertainment,Extron,2
Services,Review of wires/transfers,1
Government and Public Policy,Ability to pass background checks,1
Services,   - Host Analytics,1
Services,Golang ,1
Government and Public Policy,Networking,1
Media and Entertainment,Work on monthly close activities with the General Ledger team,1
Services,Understanding and experience implementing key DevOps concepts,1
Services,MS Project,1
Healthcare and Medical,CIWAS assessment,1
Miscellaneous,Detail-oriented,1
Technology,Entrepreneurial mindset,2
Transportation and Logistics,ERP (Infor preferred) implementation and/or conversion experience.,1
Services,AWS SNS,1
Services,ECDA,1
Services,A record of technical publications,1
Services,Working in a start-up environment,1
Miscellaneous,Comply with PHMC policies and procedures,1
Technology,Identify power and infrastructure requirements,1
Technology,Experience in negotiating and administering contracts (5+ years),1
Services,Eze Investor or other partnership accounting software,1
Manufacturing,Pragmatic problem solving,1
Miscellaneous,7+ years association management experience,1
Healthcare and Medical,Performance improvement,1
Services,HQ team celebration event management,1
Services,Automated Testing,1
Services,Analytical and detail-oriented,1
Education and Training,Public works contracts,1
Healthcare and Medical,Trend identification,1
Healthcare and Medical,Maintain inventory ,1
Services,"Communicate with colleagues and partners, present periodic research and development reports",1
Services,"Experience with NARAC, HOTSPOT, and EPICODE",1
Technology,data transit and transport,1
Technology,Personal computer hardware configuration ,1
Services,Keyboard,1
Real Estate and Construction,5 years construction management experience,1
Government and Public Policy,Microsoft Word,1
Services,Continuous Testing,1
Services,Systems Therapy,1
Education and Training,Professional counselor license (Oklahoma),1
Education and Training,APA or CACREP accreditation experience/training,1
Financial and Investment,SQL,1
Media and Entertainment,Attention to detail,2
Technology,Scripting languages,1
Manufacturing,Teamwork and collaboration skills,1
Government and Public Policy,Experience with DevOps,1
Services,Event vendor negotiation,1
Miscellaneous,Contract review,1
Real Estate and Construction,Growth mindset,1
Services,Climbing and working in military vehicles,1
Healthcare and Medical,Independent contractor supervision,1
Healthcare and Medical,Regulatory direction provision,2
